date,product_id,forecast_horizon,product_units,raw_material,material_type,consumption_per_unit
2026-02-06,WL-PROD-123,30day,98,EVA_Foam,Rubber,1.42
2026-02-06,WL-PROD-123,30day,98,Leather_FG,Leather,1.01
2026-02-06,WL-PROD-123,30day,98,Textile_Nylon,Textile,0.82
2026-02-06,WL-PROD-124,30day,98,Leather_Suede,Leather,1.09
2026-02-06,WL-PROD-124,30day,98,Rubber_Sole,Rubber,1.36
2026-02-06,WL-PROD-124,30day,98,Textile_Nylon,Textile,0.79
2026-02-06,WL-PROD-125,30day,98,Leather_FG,Leather,1.03
2026-02-06,WL-PROD-125,30day,98,Metal_Eyelet,Metal,0.25
2026-02-06,WL-PROD-125,30day,98,Rubber_Sole,Rubber,1.39
2026-02-06,WL-PROD-126,30day,116,,,
2026-02-06,WL-PROD-127,30day,116,,,
2026-02-06,WL-PROD-130,30day,309,Leather_Suede,Leather,0.62
2026-02-06,WL-PROD-130,30day,309,Metal_Buckle,Metal,0.28
2026-02-06,WL-PROD-130,30day,309,Rubber_Sole,Rubber,0.75
2026-02-06,WL-PROD-131,30day,309,Leather_FG,Leather,0.58
2026-02-06,WL-PROD-131,30day,309,Metal_Buckle,Metal,0.3
2026-02-06,WL-PROD-131,30day,309,Rubber_Sole,Rubber,0.72
2026-02-06,WL-PROD-132,30day,136,Leather_Suede,Leather,0.64
2026-02-06,WL-PROD-132,30day,136,Metal_Buckle,Metal,0.26
2026-02-06,WL-PROD-132,30day,136,Rubber_Sole,Rubber,0.78
2026-02-06,WL-PROD-133,30day,136,Leather_FG,Leather,0.6
2026-02-06,WL-PROD-133,30day,136,Metal_Buckle,Metal,0.29
2026-02-06,WL-PROD-133,30day,136,Rubber_Sole,Rubber,0.74
2026-02-06,WL-PROD-134,30day,173,Leather_Suede,Leather,0.66
2026-02-06,WL-PROD-134,30day,173,Metal_Buckle,Metal,0.27
2026-02-06,WL-PROD-134,30day,173,Rubber_Sole,Rubber,0.8
2026-02-06,WL-PROD-135,30day,173,Leather_FG,Leather,0.61
2026-02-06,WL-PROD-135,30day,173,Metal_Buckle,Metal,0.31
2026-02-06,WL-PROD-135,30day,173,Rubber_Sole,Rubber,0.77
2026-02-06,WL-PROD-136,30day,173,Leather_Suede,Leather,0.63
2026-02-06,WL-PROD-136,30day,173,Metal_Buckle,Metal,0.28
2026-02-06,WL-PROD-136,30day,173,Rubber_Sole,Rubber,0.79
2026-02-06,WL-PROD-140,30day,351,Leather_FG,Leather,0.42
2026-02-06,WL-PROD-140,30day,351,Metal_Buckle,Metal,0.34
2026-02-06,WL-PROD-140,30day,351,Textile_Lining,Textile,0.38
2026-02-06,WL-PROD-141,30day,351,Leather_Suede,Leather,0.39
2026-02-06,WL-PROD-141,30day,351,Metal_Buckle,Metal,0.32
2026-02-06,WL-PROD-141,30day,351,Textile_Lining,Textile,0.41
2026-02-06,WL-PROD-142,30day,193,Leather_FG,Leather,0.45
2026-02-06,WL-PROD-142,30day,193,Metal_Zip,Metal,0.29
2026-02-06,WL-PROD-142,30day,193,Textile_Lining,Textile,0.36
2026-02-06,WL-PROD-143,30day,193,Leather_Suede,Leather,0.4
2026-02-06,WL-PROD-143,30day,193,Metal_Zip,Metal,0.31
2026-02-06,WL-PROD-143,30day,193,Textile_Lining,Textile,0.39
2026-02-06,WL-PROD-144,30day,158,Leather_FG,Leather,0.44
2026-02-06,WL-PROD-144,30day,158,Metal_Buckle,Metal,0.35
2026-02-06,WL-PROD-144,30day,158,Textile_Lining,Textile,0.37
2026-02-06,WL-PROD-145,30day,158,Leather_Suede,Leather,0.41
2026-02-06,WL-PROD-145,30day,158,Metal_Zip,Metal,0.33
2026-02-06,WL-PROD-145,30day,158,Textile_Lining,Textile,0.4
2026-02-06,WL-PROD-146,30day,158,Leather_FG,Leather,0.46
2026-02-06,WL-PROD-146,30day,158,Metal_Buckle,Metal,0.36
2026-02-06,WL-PROD-146,30day,158,Textile_Lining,Textile,0.35
2026-02-06,WL-PROD-150,30day,341,Leather_FG,Leather,0.88
2026-02-06,WL-PROD-150,30day,341,Rubber_Sole,Rubber,1.02
2026-02-06,WL-PROD-150,30day,341,Textile_Nylon,Textile,0.64
2026-02-06,WL-PROD-151,30day,341,Leather_Suede,Leather,0.91
2026-02-06,WL-PROD-151,30day,341,Rubber_Sole,Rubber,1.05
2026-02-06,WL-PROD-151,30day,341,Textile_Nylon,Textile,0.66
2026-02-06,WL-PROD-152,30day,106,EVA_Foam,Rubber,0.98
2026-02-06,WL-PROD-152,30day,106,Leather_FG,Leather,0.86
2026-02-06,WL-PROD-152,30day,106,Textile_Nylon,Textile,0.61
2026-02-06,WL-PROD-153,30day,106,Leather_Suede,Leather,0.9
2026-02-06,WL-PROD-153,30day,106,Metal_Eyelet,Metal,0.14
2026-02-06,WL-PROD-153,30day,106,Rubber_Sole,Rubber,1.07
2026-02-06,WL-PROD-154,30day,106,Leather_FG,Leather,0.87
2026-02-06,WL-PROD-154,30day,106,Rubber_Sole,Rubber,1.03
2026-02-06,WL-PROD-154,30day,106,Textile_Nylon,Textile,0.65
2026-02-06,WL-PROD-155,30day,235,Leather_Suede,Leather,0.92
2026-02-06,WL-PROD-155,30day,235,Rubber_Sole,Rubber,1.09
2026-02-06,WL-PROD-155,30day,235,Textile_Nylon,Textile,0.68
2026-02-06,WL-PROD-156,30day,235,EVA_Foam,Rubber,1.0
2026-02-06,WL-PROD-156,30day,235,Leather_FG,Leather,0.84
2026-02-06,WL-PROD-156,30day,235,Textile_Nylon,Textile,0.6
2026-02-06,WL-PROD-160,30day,324,Leather_FG,Leather,1.12
2026-02-06,WL-PROD-160,30day,324,Rubber_Sole,Rubber,1.26
2026-02-06,WL-PROD-160,30day,324,Textile_Nylon,Textile,0.74
2026-02-06,WL-PROD-161,30day,324,Leather_Suede,Leather,1.18
2026-02-06,WL-PROD-161,30day,324,Metal_Eyelet,Metal,0.18
2026-02-06,WL-PROD-161,30day,324,Rubber_Sole,Rubber,1.3
2026-02-06,WL-PROD-162,30day,173,EVA_Foam,Rubber,1.22
2026-02-06,WL-PROD-162,30day,173,Leather_FG,Leather,1.1
2026-02-06,WL-PROD-162,30day,173,Textile_Nylon,Textile,0.72
2026-02-06,WL-PROD-163,30day,173,Leather_Suede,Leather,1.19
2026-02-06,WL-PROD-163,30day,173,Rubber_Sole,Rubber,1.32
2026-02-06,WL-PROD-163,30day,173,Textile_Nylon,Textile,0.76
2026-02-06,WL-PROD-164,30day,173,Leather_FG,Leather,1.14
2026-02-06,WL-PROD-164,30day,173,Metal_Eyelet,Metal,0.2
2026-02-06,WL-PROD-164,30day,173,Rubber_Sole,Rubber,1.28
2026-02-06,WL-PROD-165,30day,151,EVA_Foam,Rubber,1.24
2026-02-06,WL-PROD-165,30day,151,Leather_Suede,Leather,1.16
2026-02-06,WL-PROD-165,30day,151,Textile_Nylon,Textile,0.73
2026-02-06,WL-PROD-166,30day,151,Leather_FG,Leather,1.13
2026-02-06,WL-PROD-166,30day,151,Rubber_Sole,Rubber,1.29
2026-02-06,WL-PROD-166,30day,151,Textile_Nylon,Textile,0.75
2026-02-06,WL-PROD-170,30day,268,Leather_Suede,Leather,1.05
2026-02-06,WL-PROD-170,30day,268,Rubber_Sole,Rubber,1.38
2026-02-06,WL-PROD-170,30day,268,Textile_Nylon,Textile,0.8
2026-02-06,WL-PROD-171,30day,268,EVA_Foam,Rubber,1.41
2026-02-06,WL-PROD-171,30day,268,Leather_FG,Leather,1.02
2026-02-06,WL-PROD-171,30day,268,Textile_Nylon,Textile,0.82
2026-02-06,WL-PROD-172,30day,119,Leather_Suede,Leather,1.08
2026-02-06,WL-PROD-172,30day,119,Metal_Eyelet,Metal,0.23
2026-02-06,WL-PROD-172,30day,119,Rubber_Sole,Rubber,1.36
2026-02-06,WL-PROD-173,30day,119,EVA_Foam,Rubber,1.43
2026-02-06,WL-PROD-173,30day,119,Leather_FG,Leather,1.01
2026-02-06,WL-PROD-173,30day,119,Textile_Nylon,Textile,0.83
2026-02-06,WL-PROD-174,30day,119,Leather_Suede,Leather,1.09
2026-02-06,WL-PROD-174,30day,119,Rubber_Sole,Rubber,1.37
2026-02-06,WL-PROD-174,30day,119,Textile_Nylon,Textile,0.79
2026-02-06,WL-PROD-175,30day,149,Leather_FG,Leather,1.03
2026-02-06,WL-PROD-175,30day,149,Metal_Eyelet,Metal,0.25
2026-02-06,WL-PROD-175,30day,149,Rubber_Sole,Rubber,1.4
2026-02-06,WL-PROD-176,30day,149,EVA_Foam,Rubber,1.35
2026-02-06,WL-PROD-176,30day,149,Leather_Suede,Leather,1.07
2026-02-06,WL-PROD-176,30day,149,Textile_Nylon,Textile,0.81
2026-02-06,WL-PROD-180,30day,349,Leather_Suede,Leather,0.62
2026-02-06,WL-PROD-180,30day,349,Metal_Buckle,Metal,0.28
2026-02-06,WL-PROD-180,30day,349,Rubber_Sole,Rubber,0.75
2026-02-06,WL-PROD-181,30day,349,Leather_FG,Leather,0.58
2026-02-06,WL-PROD-181,30day,349,Metal_Buckle,Metal,0.3
2026-02-06,WL-PROD-181,30day,349,Rubber_Sole,Rubber,0.72
2026-02-06,WL-PROD-182,30day,163,Leather_Suede,Leather,0.64
2026-02-06,WL-PROD-182,30day,163,Metal_Buckle,Metal,0.26
2026-02-06,WL-PROD-182,30day,163,Rubber_Sole,Rubber,0.78
2026-02-06,WL-PROD-183,30day,163,Leather_FG,Leather,0.6
2026-02-06,WL-PROD-183,30day,163,Metal_Buckle,Metal,0.29
2026-02-06,WL-PROD-183,30day,163,Rubber_Sole,Rubber,0.74
2026-02-06,WL-PROD-184,30day,186,Leather_Suede,Leather,0.66
2026-02-06,WL-PROD-184,30day,186,Metal_Buckle,Metal,0.27
2026-02-06,WL-PROD-184,30day,186,Rubber_Sole,Rubber,0.8
2026-02-06,WL-PROD-185,30day,186,Leather_FG,Leather,0.61
2026-02-06,WL-PROD-185,30day,186,Metal_Buckle,Metal,0.31
2026-02-06,WL-PROD-185,30day,186,Rubber_Sole,Rubber,0.77
2026-02-06,WL-PROD-190,30day,328,Leather_FG,Leather,0.44
2026-02-06,WL-PROD-190,30day,328,Metal_Buckle,Metal,0.35
2026-02-06,WL-PROD-190,30day,328,Textile_Lining,Textile,0.37
2026-02-06,WL-PROD-191,30day,328,Leather_Suede,Leather,0.41
2026-02-06,WL-PROD-191,30day,328,Metal_Zip,Metal,0.33
2026-02-06,WL-PROD-191,30day,328,Textile_Lining,Textile,0.4
2026-02-06,WL-PROD-192,30day,173,Leather_FG,Leather,0.45
2026-02-06,WL-PROD-192,30day,173,Metal_Buckle,Metal,0.34
2026-02-06,WL-PROD-192,30day,173,Textile_Lining,Textile,0.36
2026-02-06,WL-PROD-193,30day,173,Leather_Suede,Leather,0.42
2026-02-06,WL-PROD-193,30day,173,Metal_Zip,Metal,0.32
2026-02-06,WL-PROD-193,30day,173,Textile_Lining,Textile,0.39
2026-02-06,WL-PROD-194,30day,155,Leather_FG,Leather,0.46
2026-02-06,WL-PROD-194,30day,155,Metal_Buckle,Metal,0.36
2026-02-06,WL-PROD-194,30day,155,Textile_Lining,Textile,0.35
2026-02-06,WL-PROD-195,30day,155,Leather_Suede,Leather,0.43
2026-02-06,WL-PROD-195,30day,155,Metal_Zip,Metal,0.34
2026-02-06,WL-PROD-195,30day,155,Textile_Lining,Textile,0.38
2026-02-06,WL-PROD-200,30day,328,Leather_FG,Leather,0.88
2026-02-06,WL-PROD-200,30day,328,Rubber_Sole,Rubber,1.04
2026-02-06,WL-PROD-200,30day,328,Textile_Nylon,Textile,0.66
2026-02-06,WL-PROD-201,30day,328,Leather_Suede,Leather,0.91
2026-02-06,WL-PROD-201,30day,328,Rubber_Sole,Rubber,1.07
2026-02-06,WL-PROD-201,30day,328,Textile_Nylon,Textile,0.68
2026-02-06,WL-PROD-202,30day,190,EVA_Foam,Rubber,0.99
2026-02-06,WL-PROD-202,30day,190,Leather_FG,Leather,0.85
2026-02-06,WL-PROD-202,30day,190,Textile_Nylon,Textile,0.62
2026-02-06,WL-PROD-203,30day,190,Leather_Suede,Leather,0.89
2026-02-06,WL-PROD-203,30day,190,Metal_Eyelet,Metal,0.15
2026-02-06,WL-PROD-203,30day,190,Rubber_Sole,Rubber,1.06
2026-02-06,WL-PROD-204,30day,138,Leather_FG,Leather,0.87
2026-02-06,WL-PROD-204,30day,138,Rubber_Sole,Rubber,1.02
2026-02-06,WL-PROD-204,30day,138,Textile_Nylon,Textile,0.64
2026-02-06,WL-PROD-205,30day,138,EVA_Foam,Rubber,1.08
2026-02-06,WL-PROD-205,30day,138,Leather_Suede,Leather,0.9
2026-02-06,WL-PROD-205,30day,138,Textile_Nylon,Textile,0.67
2026-02-06,WL-PROD-210,30day,323,Leather_FG,Leather,1.13
2026-02-06,WL-PROD-210,30day,323,Rubber_Sole,Rubber,1.26
2026-02-06,WL-PROD-210,30day,323,Textile_Nylon,Textile,0.74
2026-02-06,WL-PROD-211,30day,323,Leather_Suede,Leather,1.18
2026-02-06,WL-PROD-211,30day,323,Metal_Eyelet,Metal,0.19
2026-02-06,WL-PROD-211,30day,323,Rubber_Sole,Rubber,1.3
2026-02-06,WL-PROD-212,30day,158,EVA_Foam,Rubber,1.22
2026-02-06,WL-PROD-212,30day,158,Leather_FG,Leather,1.11
2026-02-06,WL-PROD-212,30day,158,Textile_Nylon,Textile,0.72
2026-02-06,WL-PROD-213,30day,158,Leather_Suede,Leather,1.2
2026-02-06,WL-PROD-213,30day,158,Rubber_Sole,Rubber,1.33
2026-02-06,WL-PROD-213,30day,158,Textile_Nylon,Textile,0.76
2026-02-06,WL-PROD-214,30day,165,Leather_FG,Leather,1.14
2026-02-06,WL-PROD-214,30day,165,Metal_Eyelet,Metal,0.2
2026-02-06,WL-PROD-214,30day,165,Rubber_Sole,Rubber,1.28
2026-02-06,WL-PROD-215,30day,165,EVA_Foam,Rubber,1.24
2026-02-06,WL-PROD-215,30day,165,Leather_Suede,Leather,1.17
2026-02-06,WL-PROD-215,30day,165,Textile_Nylon,Textile,0.73
2026-02-06,WL-PROD-220,30day,384,Leather_Suede,Leather,1.06
2026-02-06,WL-PROD-220,30day,384,Rubber_Sole,Rubber,1.37
2026-02-06,WL-PROD-220,30day,384,Textile_Nylon,Textile,0.79
2026-02-06,WL-PROD-221,30day,384,EVA_Foam,Rubber,1.41
2026-02-06,WL-PROD-221,30day,384,Leather_FG,Leather,1.03
2026-02-06,WL-PROD-221,30day,384,Textile_Nylon,Textile,0.82
2026-02-06,WL-PROD-222,30day,175,Leather_Suede,Leather,1.09
2026-02-06,WL-PROD-222,30day,175,Metal_Eyelet,Metal,0.23
2026-02-06,WL-PROD-222,30day,175,Rubber_Sole,Rubber,1.36
2026-02-06,WL-PROD-223,30day,175,EVA_Foam,Rubber,1.43
2026-02-06,WL-PROD-223,30day,175,Leather_FG,Leather,1.02
2026-02-06,WL-PROD-223,30day,175,Textile_Nylon,Textile,0.83
2026-02-06,WL-PROD-224,30day,209,Leather_Suede,Leather,1.07
2026-02-06,WL-PROD-224,30day,209,Rubber_Sole,Rubber,1.38
2026-02-06,WL-PROD-224,30day,209,Textile_Nylon,Textile,0.8
2026-02-06,WL-PROD-225,30day,209,Leather_FG,Leather,1.04
2026-02-06,WL-PROD-225,30day,209,Metal_Eyelet,Metal,0.25
2026-02-06,WL-PROD-225,30day,209,Rubber_Sole,Rubber,1.4
2026-02-06,WL-PROD-230,30day,331,Leather_Suede,Leather,0.63
2026-02-06,WL-PROD-230,30day,331,Metal_Buckle,Metal,0.29
2026-02-06,WL-PROD-230,30day,331,Rubber_Sole,Rubber,0.76
2026-02-06,WL-PROD-231,30day,331,Leather_FG,Leather,0.59
2026-02-06,WL-PROD-231,30day,331,Metal_Buckle,Metal,0.31
2026-02-06,WL-PROD-231,30day,331,Rubber_Sole,Rubber,0.73
2026-02-06,WL-PROD-232,30day,149,Leather_Suede,Leather,0.65
2026-02-06,WL-PROD-232,30day,149,Metal_Buckle,Metal,0.27
2026-02-06,WL-PROD-232,30day,149,Rubber_Sole,Rubber,0.79
2026-02-06,WL-PROD-233,30day,149,Leather_FG,Leather,0.61
2026-02-06,WL-PROD-233,30day,149,Metal_Buckle,Metal,0.3
2026-02-06,WL-PROD-233,30day,149,Rubber_Sole,Rubber,0.75
2026-02-06,WL-PROD-234,30day,182,Leather_Suede,Leather,0.67
2026-02-06,WL-PROD-234,30day,182,Metal_Buckle,Metal,0.28
2026-02-06,WL-PROD-234,30day,182,Rubber_Sole,Rubber,0.81
2026-02-06,WL-PROD-235,30day,182,Leather_FG,Leather,0.62
2026-02-06,WL-PROD-235,30day,182,Metal_Buckle,Metal,0.32
2026-02-06,WL-PROD-235,30day,182,Rubber_Sole,Rubber,0.78
2026-02-06,WL-PROD-240,30day,326,Leather_FG,Leather,0.45
2026-02-06,WL-PROD-240,30day,326,Metal_Buckle,Metal,0.36
2026-02-06,WL-PROD-240,30day,326,Textile_Lining,Textile,0.38
2026-02-06,WL-PROD-241,30day,326,Leather_Suede,Leather,0.42
2026-02-06,WL-PROD-241,30day,326,Metal_Zip,Metal,0.34
2026-02-06,WL-PROD-241,30day,326,Textile_Lining,Textile,0.41
2026-02-06,WL-PROD-242,30day,189,Leather_FG,Leather,0.46
2026-02-06,WL-PROD-242,30day,189,Metal_Buckle,Metal,0.35
2026-02-06,WL-PROD-242,30day,189,Textile_Lining,Textile,0.37
2026-02-06,WL-PROD-243,30day,189,Leather_Suede,Leather,0.43
2026-02-06,WL-PROD-243,30day,189,Metal_Zip,Metal,0.33
2026-02-06,WL-PROD-243,30day,189,Textile_Lining,Textile,0.39
2026-02-06,WL-PROD-244,30day,137,Leather_FG,Leather,0.47
2026-02-06,WL-PROD-244,30day,137,Metal_Buckle,Metal,0.37
2026-02-06,WL-PROD-244,30day,137,Textile_Lining,Textile,0.36
2026-02-06,WL-PROD-245,30day,137,Leather_Suede,Leather,0.44
2026-02-06,WL-PROD-245,30day,137,Metal_Zip,Metal,0.35
2026-02-06,WL-PROD-245,30day,137,Textile_Lining,Textile,0.4
2026-02-06,WL-PROD-250,30day,342,Leather_FG,Leather,0.89
2026-02-06,WL-PROD-250,30day,342,Rubber_Sole,Rubber,1.03
2026-02-06,WL-PROD-250,30day,342,Textile_Nylon,Textile,0.65
2026-02-06,WL-PROD-251,30day,342,Leather_Suede,Leather,0.92
2026-02-06,WL-PROD-251,30day,342,Rubber_Sole,Rubber,1.06
2026-02-06,WL-PROD-251,30day,342,Textile_Nylon,Textile,0.67
2026-02-06,WL-PROD-252,30day,193,EVA_Foam,Rubber,0.99
2026-02-06,WL-PROD-252,30day,193,Leather_FG,Leather,0.86
2026-02-06,WL-PROD-252,30day,193,Textile_Nylon,Textile,0.63
2026-02-06,WL-PROD-253,30day,193,Leather_Suede,Leather,0.9
2026-02-06,WL-PROD-253,30day,193,Metal_Eyelet,Metal,0.15
2026-02-06,WL-PROD-253,30day,193,Rubber_Sole,Rubber,1.08
2026-02-06,WL-PROD-254,30day,149,Leather_FG,Leather,0.88
2026-02-06,WL-PROD-254,30day,149,Rubber_Sole,Rubber,1.04
2026-02-06,WL-PROD-254,30day,149,Textile_Nylon,Textile,0.66
2026-02-06,WL-PROD-255,30day,149,EVA_Foam,Rubber,1.07
2026-02-06,WL-PROD-255,30day,149,Leather_Suede,Leather,0.91
2026-02-06,WL-PROD-255,30day,149,Textile_Nylon,Textile,0.69
2026-02-06,WL-PROD-260,30day,361,Leather_FG,Leather,1.15
2026-02-06,WL-PROD-260,30day,361,Rubber_Sole,Rubber,1.27
2026-02-06,WL-PROD-260,30day,361,Textile_Nylon,Textile,0.75
2026-02-06,WL-PROD-261,30day,361,Leather_Suede,Leather,1.19
2026-02-06,WL-PROD-261,30day,361,Metal_Eyelet,Metal,0.19
2026-02-06,WL-PROD-261,30day,361,Rubber_Sole,Rubber,1.31
2026-02-06,WL-PROD-262,30day,137,EVA_Foam,Rubber,1.23
2026-02-06,WL-PROD-262,30day,137,Leather_FG,Leather,1.12
2026-02-06,WL-PROD-262,30day,137,Textile_Nylon,Textile,0.73
2026-02-06,WL-PROD-263,30day,137,Leather_Suede,Leather,1.21
2026-02-06,WL-PROD-263,30day,137,Rubber_Sole,Rubber,1.34
2026-02-06,WL-PROD-263,30day,137,Textile_Nylon,Textile,0.77
2026-02-06,WL-PROD-264,30day,224,Leather_FG,Leather,1.14
2026-02-06,WL-PROD-264,30day,224,Metal_Eyelet,Metal,0.21
2026-02-06,WL-PROD-264,30day,224,Rubber_Sole,Rubber,1.29
2026-02-06,WL-PROD-265,30day,224,EVA_Foam,Rubber,1.25
2026-02-06,WL-PROD-265,30day,224,Leather_Suede,Leather,1.18
2026-02-06,WL-PROD-265,30day,224,Textile_Nylon,Textile,0.74
2026-02-06,WL-PROD-270,30day,447,Leather_Suede,Leather,1.06
2026-02-06,WL-PROD-270,30day,447,Rubber_Sole,Rubber,1.39
2026-02-06,WL-PROD-270,30day,447,Textile_Nylon,Textile,0.81
2026-02-06,WL-PROD-271,30day,447,EVA_Foam,Rubber,1.42
2026-02-06,WL-PROD-271,30day,447,Leather_FG,Leather,1.03
2026-02-06,WL-PROD-271,30day,447,Textile_Nylon,Textile,0.83
2026-02-06,WL-PROD-272,30day,230,Leather_Suede,Leather,1.09
2026-02-06,WL-PROD-272,30day,230,Metal_Eyelet,Metal,0.24
2026-02-06,WL-PROD-272,30day,230,Rubber_Sole,Rubber,1.37
2026-02-06,WL-PROD-273,30day,230,EVA_Foam,Rubber,1.44
2026-02-06,WL-PROD-273,30day,230,Leather_FG,Leather,1.02
2026-02-06,WL-PROD-273,30day,230,Textile_Nylon,Textile,0.84
2026-02-06,WL-PROD-274,30day,217,Leather_Suede,Leather,1.07
2026-02-06,WL-PROD-274,30day,217,Rubber_Sole,Rubber,1.38
2026-02-06,WL-PROD-274,30day,217,Textile_Nylon,Textile,0.8
2026-02-06,WL-PROD-275,30day,217,Leather_FG,Leather,1.04
2026-02-06,WL-PROD-275,30day,217,Metal_Eyelet,Metal,0.26
2026-02-06,WL-PROD-275,30day,217,Rubber_Sole,Rubber,1.41
2026-02-06,WL-PROD-280,30day,301,Leather_Suede,Leather,0.64
2026-02-06,WL-PROD-280,30day,301,Metal_Buckle,Metal,0.29
2026-02-06,WL-PROD-280,30day,301,Rubber_Sole,Rubber,0.77
2026-02-06,WL-PROD-281,30day,301,Leather_FG,Leather,0.6
2026-02-06,WL-PROD-281,30day,301,Metal_Buckle,Metal,0.31
2026-02-06,WL-PROD-281,30day,301,Rubber_Sole,Rubber,0.74
2026-02-06,WL-PROD-282,30day,163,Leather_Suede,Leather,0.66
2026-02-06,WL-PROD-282,30day,163,Metal_Buckle,Metal,0.28
2026-02-06,WL-PROD-282,30day,163,Rubber_Sole,Rubber,0.8
2026-02-06,WL-PROD-283,30day,163,Leather_FG,Leather,0.62
2026-02-06,WL-PROD-283,30day,163,Metal_Buckle,Metal,0.3
2026-02-06,WL-PROD-283,30day,163,Rubber_Sole,Rubber,0.76
2026-02-06,WL-PROD-284,30day,138,Leather_Suede,Leather,0.68
2026-02-06,WL-PROD-284,30day,138,Metal_Buckle,Metal,0.29
2026-02-06,WL-PROD-284,30day,138,Rubber_Sole,Rubber,0.82
2026-02-06,WL-PROD-285,30day,138,Leather_FG,Leather,0.63
2026-02-06,WL-PROD-285,30day,138,Metal_Buckle,Metal,0.33
